CED_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
CED125,0,108,..,152,14,169,0,172,..,165,11,178,0,180,..,94,22,123,0,123,..,223,33,264,0,260,..,165,36,204,0,204,..,1350,115,1471,38,1505,..,267,32,293,10,300,..,500,13,516,0,516,..,240,29,272,0,272,..,1125,45,1167,7,1174,..,113,4,122,0,121,..,1979,94,2074,12,2085,..,1239,187,1430,12,1445,..,195,11,205,0,207,..,228,77,301,6,307,..,84,13,99,0,99,..,379,156,534,5,533,..,2789,681,3471,77,3551,..,18695,3076,21778,241,22019,..,200,43,241,4210,4455,55775,18898,3122,22014,4451,82244,110488,..,..,..,..,110488,..,198,0,199,0,199,..,4339,707,5043,28,5073,..,33,0,32,7,42,..,677,347,1022,9,1034,..,906,447,1351,13,1360,..,88,32,121,3,121,..,1670,819,2494,24,2513,..,638,68,703,3,708,..,92,3,95,4,100,..,444,12,456,3,455,..,299,10,309,5,312
CED126,0,247,..,32,3,36,0,36,..,18,0,16,0,16,..,185,21,197,0,198,..,154,11,167,0,167,..,155,24,183,0,183,..,22,0,22,0,21,..,416,71,482,3,487,..,162,5,166,0,167,..,119,12,137,0,137,..,314,14,325,6,322,..,30,3,33,0,33,..,627,31,658,4,662,..,547,42,582,7,588,..,25,3,28,0,28,..,236,39,277,3,279,..,38,3,43,0,42,..,116,34,153,0,156,..,2269,274,2537,39,2578,..,9986,1314,11297,97,11400,..,212,10,225,3532,3759,60929,10203,1325,11524,3630,76091,120138,..,..,..,..,120138,..,296,8,307,0,307,..,252,16,270,3,267,..,9,0,9,0,9,..,717,195,914,4,917,..,1383,429,1814,9,1827,..,60,20,84,0,84,..,2165,644,2814,17,2827,..,446,54,506,7,509,..,495,11,502,12,517,..,833,25,853,9,861,..,1204,16,1222,9,1234
CED127,0,76,..,89,7,92,3,99,..,264,23,286,5,291,..,20,3,29,0,29,..,128,4,131,0,131,..,99,7,105,0,104,..,13,0,13,0,13,..,37,0,36,0,36,..,80,0,80,0,82,..,61,3,67,0,66,..,141,3,143,3,143,..,26,0,25,0,25,..,307,5,318,3,321,..,293,28,317,5,322,..,12,0,10,0,10,..,109,15,122,0,124,..,8,0,13,0,13,..,91,6,102,0,102,..,607,81,689,9,696,..,4088,414,4499,42,4545,..,164,19,180,3462,3639,64204,4254,428,4684,3498,72392,125664,..,..,..,..,125664,..,102,4,109,0,109,..,287,27,319,0,323,..,41,0,41,5,42,..,241,110,355,0,355,..,362,87,450,7,461,..,30,6,36,0,36,..,634,210,843,7,848,..,177,19,198,3,200,..,260,4,269,0,269,..,320,4,332,0,331,..,592,14,603,3,605
CED128,0,168,..,161,45,206,5,215,..,820,94,910,7,922,..,444,213,661,11,674,..,195,31,230,0,230,..,118,22,143,0,145,..,445,41,488,9,498,..,467,126,594,6,596,..,546,16,562,7,567,..,207,35,242,0,247,..,1041,49,1085,12,1099,..,86,11,96,0,96,..,1877,110,1986,18,2009,..,1505,380,1886,30,1917,..,333,40,373,3,381,..,190,65,261,5,266,..,854,227,1082,17,1096,..,2551,1683,4236,25,4260,..,6922,3398,10323,157,10479,..,33003,11028,44030,492,44526,..,205,92,298,3780,4075,34864,33206,11120,44332,4269,83470,70008,..,..,..,..,70008,..,40,0,40,0,40,..,16812,4155,20962,203,21169,..,4,0,4,0,4,..,1906,1023,2931,17,2949,..,2052,1468,3523,17,3538,..,491,205,703,5,709,..,4452,2704,7155,40,7195,..,1493,261,1754,5,1758,..,58,5,62,0,66,..,302,10,318,3,320,..,216,9,221,4,223
CED129,15,1739,..,26,9,33,0,33,..,201,15,210,3,210,..,932,136,1066,10,1077,..,268,11,279,3,284,..,241,34,275,0,278,..,7,0,10,0,10,..,143,16,163,0,163,..,447,10,454,3,460,..,439,37,474,4,476,..,686,14,698,3,700,..,66,0,66,0,66,..,1632,59,1692,8,1697,..,733,64,802,3,799,..,869,33,905,6,914,..,159,45,204,0,202,..,213,20,235,0,235,..,227,50,275,3,274,..,1892,284,2182,43,2222,..,22651,3936,26588,208,26797,..,167,24,186,1933,2114,49436,22815,3961,26777,2137,78347,98152,..,..,..,..,98152,..,571,8,581,8,586,..,2743,174,2922,23,2942,..,0,0,0,0,0,..,4128,958,5091,16,5101,..,7224,2667,9889,73,9963,..,361,81,443,0,443,..,11709,3713,15422,90,15510,..,597,56,651,6,657,..,174,7,183,0,183,..,345,16,356,0,359,..,454,8,465,4,470
CED130,0,70,..,0,0,0,0,0,..,7,0,7,0,11,..,21,5,24,0,24,..,16,0,22,0,22,..,33,0,35,0,35,..,4,0,3,0,3,..,4,0,9,0,9,..,132,0,129,3,133,..,24,3,30,0,30,..,224,12,230,8,240,..,21,3,24,0,24,..,401,15,419,9,431,..,59,9,62,0,66,..,27,3,27,0,27,..,56,10,70,0,70,..,4,0,4,0,4,..,69,38,105,0,109,..,443,86,529,16,544,..,2555,446,2996,54,3048,..,197,7,210,6084,6295,69448,2754,455,3204,6142,78795,135430,..,..,..,..,135430,..,148,0,148,0,152,..,313,81,394,4,391,..,61,11,74,0,76,..,156,57,214,4,215,..,408,246,658,9,672,..,31,16,53,0,53,..,599,327,925,13,937,..,11,0,10,0,10,..,99,0,99,4,98,..,139,4,148,3,153,..,267,9,280,0,281
CED131,6,207,..,439,133,567,6,573,..,4,0,7,0,7,..,90,12,110,0,110,..,151,20,171,4,170,..,76,0,82,0,82,..,52,0,61,0,61,..,88,35,119,0,119,..,126,6,134,3,135,..,63,3,70,0,72,..,221,8,232,3,235,..,92,5,95,0,95,..,502,22,529,6,532,..,210,18,234,0,233,..,84,7,91,0,91,..,111,35,151,0,150,..,17,3,21,0,21,..,176,86,258,4,263,..,1094,266,1352,27,1385,..,6512,1305,7818,81,7903,..,163,45,210,3852,4068,65501,6677,1352,8032,3935,77466,129610,..,..,..,..,129610,..,104,0,105,3,111,..,486,199,683,3,693,..,32,0,31,3,38,..,451,120,569,3,572,..,1487,339,1822,3,1834,..,155,65,223,0,219,..,2095,525,2619,10,2624,..,183,34,215,0,221,..,111,0,111,0,111,..,291,13,308,4,310,..,384,11,391,8,400
CED132,15,1295,..,88,16,102,0,102,..,11,0,15,0,15,..,514,62,577,3,581,..,276,18,289,3,294,..,380,79,463,3,471,..,10,0,10,0,10,..,137,15,151,0,151,..,306,0,307,3,314,..,354,26,381,5,386,..,423,4,423,0,428,..,75,0,75,0,76,..,1163,33,1195,13,1206,..,867,70,934,6,943,..,187,9,196,3,203,..,493,116,606,5,609,..,73,9,84,0,82,..,302,38,340,0,340,..,2120,279,2398,49,2446,..,21282,3861,25138,218,25364,..,179,26,206,4462,4668,53694,21467,3883,25352,4683,83725,106259,..,..,..,..,106259,..,298,0,296,0,296,..,669,79,749,3,753,..,9,0,9,0,15,..,5540,1092,6632,31,6667,..,7701,2284,9988,60,10048,..,415,104,519,0,519,..,13662,3479,17139,90,17230,..,474,55,532,5,535,..,275,6,280,0,286,..,1141,43,1183,18,1201,..,810,26,838,10,846
CED133,0,27,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,0,0,0,..,20,0,24,0,24,..,20,0,24,0,24,..,8,0,4,3,8,..,3,0,3,0,3,..,86,3,84,0,85,..,41,0,44,0,44,..,150,11,159,0,159,..,37,0,37,0,37,..,314,13,324,3,326,..,137,6,144,4,151,..,10,0,10,0,10,..,97,8,104,0,104,..,4,0,4,0,4,..,32,22,52,0,51,..,376,64,439,15,455,..,2718,380,3099,67,3162,..,223,18,238,5606,5840,71691,2936,393,3334,5669,80694,141219,..,..,..,..,141219,..,96,5,103,0,103,..,49,3,48,0,52,..,174,3,183,6,191,..,111,56,170,0,169,..,192,115,305,3,306,..,13,9,23,0,23,..,317,178,491,9,503,..,21,0,21,0,21,..,197,3,205,7,208,..,213,7,222,0,221,..,471,8,480,11,487
CED134,0,27,..,7,0,7,0,7,..,16,0,17,0,17,..,11,0,11,0,11,..,13,0,13,0,13,..,23,0,23,0,23,..,3,0,3,0,3,..,37,13,41,0,41,..,79,4,82,5,85,..,17,4,16,0,16,..,162,7,166,4,172,..,37,0,37,0,37,..,292,18,303,7,315,..,42,6,48,0,48,..,35,3,42,0,42,..,47,17,61,0,65,..,6,0,6,0,6,..,57,0,54,0,57,..,428,61,487,7,493,..,2247,271,2521,38,2557,..,227,24,243,7086,7338,67488,2472,297,2765,7132,77385,133878,..,..,..,..,133878,..,165,3,166,0,164,..,127,10,137,4,137,..,183,15,200,12,209,..,133,60,194,0,192,..,216,76,293,4,302,..,7,3,14,0,14,..,363,141,498,11,508,..,52,4,53,0,53,..,55,0,58,0,58,..,83,3,82,0,84,..,197,4,202,4,205
CED135,19,2626,..,38,15,50,0,50,..,163,16,172,3,175,..,821,381,1210,16,1222,..,207,31,234,3,242,..,203,41,240,0,240,..,173,15,181,9,193,..,211,22,232,3,238,..,647,24,663,6,676,..,433,63,488,0,494,..,1135,37,1177,9,1182,..,105,0,112,0,108,..,2317,122,2443,21,2458,..,752,133,886,6,893,..,2553,329,2879,20,2904,..,277,76,350,6,353,..,649,207,858,10,864,..,603,216,817,0,823,..,5554,1223,6778,154,6927,..,43681,11047,54728,534,55259,..,235,116,351,5467,5821,30839,43916,11166,55077,6001,91916,63279,..,..,..,..,63279,..,66,0,66,0,63,..,12239,2294,14531,141,14678,..,10,0,10,0,10,..,6366,2696,9062,44,9104,..,9507,4958,14467,75,14539,..,468,219,690,0,691,..,16343,7876,24224,116,24340,..,499,100,601,3,605,..,98,3,99,0,99,..,333,13,347,5,348,..,254,11,266,9,270
CED136,3,50,..,18,0,18,0,18,..,18,0,20,0,20,..,3,3,4,0,4,..,79,13,90,0,94,..,35,6,39,0,39,..,39,3,36,0,36,..,21,3,17,3,20,..,107,3,109,0,111,..,28,3,27,0,27,..,195,3,201,5,208,..,31,3,34,0,34,..,358,7,365,8,377,..,110,18,125,3,127,..,22,3,23,0,23,..,92,21,114,0,114,..,6,4,11,0,11,..,38,28,70,0,67,..,465,86,553,21,575,..,2548,429,2977,51,3030,..,180,9,183,4614,4799,71374,2727,434,3167,4666,79208,140404,..,..,..,..,140404,..,223,3,229,4,231,..,122,14,135,10,142,..,45,0,45,0,45,..,162,79,240,3,242,..,235,163,405,5,411,..,10,7,20,0,18,..,408,252,659,11,671,..,98,11,110,0,112,..,107,0,106,0,106,..,159,11,171,0,171,..,268,5,270,8,283
CED137,58,6079,..,74,10,81,0,81,..,69,7,75,0,75,..,263,31,290,0,296,..,234,29,262,0,261,..,329,44,374,3,377,..,41,0,41,0,41,..,199,22,227,0,227,..,372,3,379,0,380,..,479,35,517,10,527,..,598,14,614,9,623,..,84,9,91,0,91,..,1531,68,1592,18,1615,..,843,109,948,12,965,..,1332,176,1500,8,1515,..,435,133,566,3,570,..,390,74,473,12,479,..,1104,241,1349,4,1348,..,2425,467,2892,81,2973,..,38263,10655,48921,420,49345,..,175,69,244,5539,5779,36593,38442,10728,49167,5957,91718,73322,..,..,..,..,73322,..,104,4,102,0,102,..,3690,468,4153,35,4186,..,5,0,5,0,5,..,8072,2674,10744,63,10807,..,16498,6064,22566,136,22697,..,959,365,1326,4,1330,..,25527,9104,34627,204,34832,..,649,91,736,7,741,..,111,4,113,0,113,..,459,23,486,9,487,..,362,9,377,7,377
CED138,0,32,..,3,0,3,0,3,..,16,0,16,0,16,..,8,3,16,0,16,..,54,5,55,0,55,..,38,0,41,3,46,..,11,0,11,0,11,..,11,0,12,0,12,..,106,3,108,0,108,..,48,3,49,3,54,..,157,3,158,0,161,..,24,0,24,0,24,..,330,12,342,3,349,..,228,10,240,0,238,..,3,0,3,0,3,..,150,23,170,3,176,..,16,0,18,0,18,..,51,3,56,0,58,..,702,76,778,25,797,..,3537,323,3859,66,3930,..,246,15,263,6206,6471,68745,3786,335,4124,6277,79145,133124,..,..,..,..,133124,..,77,0,75,5,81,..,69,13,82,0,82,..,45,4,49,0,49,..,105,46,148,8,156,..,247,72,320,6,323,..,20,0,25,0,25,..,368,121,490,10,505,..,39,3,45,0,45,..,204,0,202,4,206,..,505,22,527,5,533,..,727,15,740,6,751
CED139,0,52,..,3,0,3,0,3,..,10,0,10,0,10,..,30,8,38,0,38,..,17,0,18,0,18,..,22,0,25,0,25,..,8,0,9,0,9,..,23,0,25,0,27,..,127,4,131,0,131,..,30,3,32,0,35,..,158,0,162,0,162,..,30,3,33,3,32,..,337,15,354,5,356,..,63,6,66,0,67,..,38,3,38,0,38,..,36,10,47,0,47,..,8,0,6,0,6,..,48,21,69,0,69,..,653,146,797,16,816,..,2624,494,3115,52,3164,..,200,12,207,5332,5539,69921,2815,497,3320,5387,78628,137346,..,..,..,..,137346,..,168,3,171,0,170,..,481,71,552,7,563,..,113,0,119,4,119,..,170,82,248,7,257,..,287,233,522,8,531,..,40,19,58,0,54,..,497,336,830,18,847,..,42,4,48,0,51,..,79,0,79,3,85,..,94,4,95,0,95,..,141,0,146,0,146
CED140,6,213,..,10,0,12,0,12,..,68,0,71,0,67,..,21,6,30,0,28,..,86,5,88,3,91,..,146,29,180,0,180,..,16,0,16,0,16,..,42,3,47,0,44,..,107,3,117,0,118,..,76,8,85,0,85,..,218,3,220,3,228,..,34,3,35,0,42,..,444,19,457,9,471,..,363,40,402,5,411,..,41,5,45,0,45,..,175,34,210,0,210,..,27,3,34,0,34,..,75,21,90,0,90,..,803,107,911,21,934,..,4717,719,5439,71,5512,..,244,21,270,3782,4046,64246,4967,740,5706,3852,73802,125100,..,..,..,..,125100,..,235,0,235,0,240,..,241,14,259,0,256,..,25,3,25,0,25,..,315,138,455,0,452,..,677,270,950,9,960,..,24,13,33,0,33,..,1018,420,1436,12,1451,..,131,3,131,3,135,..,211,6,215,3,218,..,359,17,375,0,376,..,522,13,532,4,542
CED141,0,55,..,179,30,205,0,208,..,40,3,46,0,46,..,14,0,15,0,15,..,105,6,110,0,110,..,33,0,40,0,40,..,48,3,55,0,56,..,41,3,43,0,43,..,72,4,75,3,83,..,50,3,51,0,57,..,127,0,127,0,132,..,23,3,25,0,25,..,276,8,282,7,295,..,148,8,163,0,160,..,34,0,31,0,31,..,99,20,122,3,121,..,12,0,9,0,9,..,49,11,65,0,63,..,432,71,508,18,524,..,2888,364,3254,48,3304,..,177,9,182,3074,3257,67372,3066,369,3438,3125,73937,132036,..,..,..,..,132036,..,78,0,84,0,84,..,126,11,140,4,140,..,38,0,38,0,38,..,223,84,310,0,312,..,319,81,405,0,408,..,28,15,47,0,46,..,574,186,762,4,761,..,77,10,88,0,88,..,133,5,137,6,141,..,169,8,179,0,175,..,316,8,330,11,339
CED142,15,1721,..,90,12,103,0,108,..,35,8,42,0,42,..,252,19,273,3,272,..,263,24,281,0,286,..,789,276,1064,5,1072,..,37,0,37,0,37,..,198,22,221,0,223,..,229,8,235,3,239,..,1934,204,2144,16,2158,..,332,4,336,3,339,..,154,6,158,0,158,..,2646,222,2870,22,2888,..,1397,147,1549,13,1563,..,111,6,114,0,114,..,2635,1258,3889,42,3928,..,162,45,207,6,210,..,900,331,1234,9,1236,..,2411,349,2759,42,2801,..,31594,7134,38729,275,39002,..,209,37,249,10508,10758,46713,31806,7172,38973,10787,96474,102094,..,..,..,..,102094,..,140,0,144,0,144,..,1220,167,1393,7,1397,..,45,3,49,0,50,..,4600,1420,6017,30,6043,..,16606,3875,20480,105,20584,..,1223,450,1670,3,1678,..,22426,5744,28167,141,28304,..,230,17,241,3,247,..,430,10,437,0,437,..,2176,106,2284,21,2305,..,1124,23,1146,12,1157
CED143,3,288,..,52,3,57,0,57,..,19,0,19,0,19,..,151,12,167,3,164,..,181,8,192,0,191,..,254,27,281,0,281,..,18,0,18,0,18,..,138,9,147,8,151,..,112,0,109,0,109,..,145,9,153,0,155,..,252,7,262,6,266,..,36,0,34,0,34,..,534,18,561,7,562,..,860,54,915,13,927,..,33,0,33,0,33,..,253,46,298,0,301,..,61,15,76,0,76,..,140,16,157,0,157,..,2296,242,2533,35,2570,..,11626,1340,12965,135,13100,..,158,22,180,4376,4554,58639,11785,1360,13138,4510,76296,114478,..,..,..,..,114478,..,331,6,340,0,342,..,255,23,278,3,282,..,7,0,7,0,7,..,1077,237,1314,13,1331,..,1902,541,2448,20,2466,..,82,32,110,0,117,..,3066,810,3876,34,3914,..,303,17,320,3,324,..,561,15,580,8,588,..,1839,54,1893,16,1904,..,1365,43,1414,12,1425
CED144,14,2411,..,186,47,241,0,241,..,59,10,69,0,69,..,95,6,106,0,102,..,146,29,175,0,176,..,139,23,160,0,160,..,236,23,256,5,263,..,133,20,155,0,155,..,392,15,408,5,414,..,1212,282,1497,11,1503,..,802,32,830,11,844,..,122,15,139,0,139,..,2529,347,2874,25,2901,..,742,142,883,18,905,..,365,52,415,4,419,..,353,122,479,7,487,..,236,69,303,3,308,..,2177,1319,3492,25,3518,..,3003,848,3846,120,3969,..,43357,13838,57189,592,57781,..,266,114,379,4611,4993,24420,43619,13950,57570,5202,87194,49744,..,..,..,..,49744,..,25,0,32,0,32,..,26065,4597,30659,285,30945,..,20,0,20,0,20,..,4928,3110,8035,25,8059,..,6435,4790,11229,67,11290,..,404,250,660,3,660,..,11770,8149,19925,95,20016,..,365,58,423,7,426,..,41,4,40,0,44,..,485,18,510,5,513,..,168,8,173,4,183
CED145,3,207,..,49,5,55,0,55,..,28,0,29,3,36,..,127,9,133,0,132,..,251,12,262,3,267,..,1048,162,1213,3,1216,..,5,0,5,0,5,..,113,11,126,0,121,..,122,0,127,0,127,..,134,8,137,0,137,..,233,5,236,3,243,..,41,0,38,3,43,..,528,18,545,3,545,..,1176,95,1269,5,1274,..,16,0,16,0,16,..,234,29,264,0,264,..,60,9,67,0,68,..,153,23,177,0,173,..,2996,212,3211,38,3248,..,13182,1174,14356,128,14488,..,208,14,227,7163,7388,54223,13393,1185,14584,7289,76100,105137,..,..,..,..,105137,..,188,4,190,0,194,..,381,27,407,6,414,..,8,0,8,0,10,..,940,107,1051,8,1057,..,1527,382,1905,10,1915,..,133,36,166,3,172,..,2596,520,3115,23,3139,..,180,9,187,0,187,..,316,13,330,4,334,..,2205,83,2290,18,2302,..,1170,30,1202,14,1215
CED146,0,79,..,652,120,777,7,785,..,273,13,285,6,288,..,134,26,158,0,157,..,306,56,354,0,357,..,109,20,125,0,125,..,1118,85,1203,27,1232,..,1400,283,1685,21,1705,..,564,17,584,4,586,..,274,35,304,9,314,..,1153,35,1186,15,1204,..,164,13,178,0,180,..,2160,97,2254,29,2288,..,2107,417,2524,32,2553,..,210,19,227,3,227,..,269,73,341,6,350,..,599,100,700,7,707,..,3469,2106,5577,25,5603,..,6600,1857,8460,162,8621,..,38055,9042,47100,535,47627,..,258,74,335,4842,5176,33791,38313,9116,47429,5373,86593,68336,..,..,..,..,68336,..,60,0,60,0,60,..,14020,3070,17093,172,17265,..,17,0,17,3,23,..,1649,830,2482,15,2494,..,1493,704,2200,14,2211,..,621,240,860,10,874,..,3772,1776,5542,38,5583,..,1230,171,1396,14,1416,..,54,0,54,0,54,..,378,16,399,3,406,..,184,5,196,0,196
CED147,0,53,..,1058,313,1371,19,1391,..,214,12,226,3,224,..,29,0,30,0,31,..,109,20,131,3,133,..,30,6,39,0,39,..,22,0,20,0,20,..,233,54,285,6,285,..,106,0,108,5,108,..,36,0,34,0,34,..,199,10,207,9,219,..,51,0,47,0,51,..,392,12,405,11,417,..,521,127,650,3,654,..,14,0,16,0,16,..,133,27,161,0,161,..,201,47,247,3,250,..,147,70,220,0,219,..,883,211,1102,29,1131,..,6765,1383,8148,137,8283,..,198,21,220,3617,3839,66225,6961,1408,8367,3753,78347,128915,..,..,..,..,128915,..,100,3,105,4,109,..,806,213,1019,18,1035,..,14,0,14,0,14,..,209,73,282,4,285,..,415,161,578,10,582,..,28,16,47,0,47,..,654,251,903,13,918,..,324,48,375,9,383,..,196,5,205,4,206,..,169,4,172,3,174,..,593,20,614,13,624
CED194,0,20,..,3,0,3,0,3,..,6,0,6,0,6,..,6,0,6,0,6,..,4,0,4,0,4,..,11,0,11,0,11,..,18,0,18,0,18,..,3,0,3,0,3,..,17,0,17,0,17,..,10,0,13,0,13,..,16,0,16,0,16,..,8,0,8,0,8,..,53,0,52,0,52,..,41,3,43,0,43,..,3,0,3,0,3,..,11,7,18,0,18,..,6,0,6,0,6,..,27,14,38,0,38,..,97,26,123,0,124,..,670,146,819,9,821,..,13,3,21,1058,1072,3038,688,150,836,1061,4939,7212,..,..,..,..,7212,..,5,0,5,0,5,..,122,33,154,0,155,..,16,3,19,0,19,..,66,22,84,0,87,..,210,94,307,0,307,..,7,7,14,0,19,..,285,121,406,3,405,..,12,0,12,0,12,..,23,0,23,0,23,..,76,8,86,4,88,..,57,0,57,0,57
